O X,O Y,net8 X,net8 Y,net3 X,net3 Y
1.119499267649453e-08,5.045580304333832,1.119499267649453e-08,0.2955052897707293,1.119499267649453e-08,0.2503661752735411
1.12e-08,5.053308408863103,1.12e-08,0.3639443524249972,1.12e-08,3.819167204710538e-14
1.120106208578175e-08,5.055485001603546,1.120106208578175e-08,0.3816859708887704,1.120106208578175e-08,0
1.120200979582951e-08,5.05737916656214,1.120200979582951e-08,0.3974609976947562,1.120200979582951e-08,0
1.120312325310224e-08,5.059525744627438,1.120312325310224e-08,0.4158980790872478,1.120312325310224e-08,0
1.120535016764769e-08,5.063559331956319,1.120535016764769e-08,0.4524589746787814,1.120535016764769e-08,0
1.120980399673861e-08,5.070717140187778,1.120980399673861e-08,0.5245502610148361,1.120980399673861e-08,0
1.121871165492043e-08,5.082274812009312,1.121871165492043e-08,0.6660080686845804,1.121871165492043e-08,0
1.12288994440215e-08,5.092343492955679,1.12288994440215e-08,0.8247594646984386,1.12288994440215e-08,0
1.124000547106207e-08,5.100844761278299,1.124000547106207e-08,0.9915909265721314,1.124000547106207e-08,0
1.12520982779754e-08,5.102035563673746,1.12520982779754e-08,1.168768771982882,1.12520982779754e-08,0
1.126593487207936e-08,5.08836413061865,1.126593487207936e-08,1.369856417847281,1.126593487207936e-08,0
1.128333831905924e-08,5.048472592425433,1.128333831905924e-08,1.619838272294331,1.128333831905924e-08,0
1.12923603023222e-08,5.018178340095854,1.12923603023222e-08,1.747869959437631,1.12923603023222e-08,0
1.131040426884814e-08,4.941551215720216,1.131040426884814e-08,2.000567557429006,1.131040426884814e-08,0
1.133444325793398e-08,4.80090509191147,1.133444325793398e-08,2.326149028845228,1.133444325793398e-08,0
1.134711291566148e-08,4.705959297222184,1.134711291566148e-08,2.491574206376561,1.134711291566148e-08,0
1.136863836163593e-08,4.498494824519169,1.136863836163593e-08,2.761411712230061,1.136863836163593e-08,0
1.13799460674837e-08,4.353577895118907,1.13799460674837e-08,2.899140882778085,1.13799460674837e-08,0
1.139167411181761e-08,4.159827711936427,1.139167411181761e-08,3.040438633466846,1.139167411181761e-08,0
1.14024258958664e-08,3.941039978689885,1.14024258958664e-08,3.165642626982838,1.14024258958664e-08,0
1.141919183922813e-08,3.520757372675723,1.141919183922813e-08,3.3494923795467,1.141919183922813e-08,0
1.144058171929245e-08,2.850557339116447,1.144058171929245e-08,3.56121639245116,1.144058171929245e-08,0
1.145591684080208e-08,2.28728052662134,1.145591684080208e-08,3.696524302335209,1.145591684080208e-08,0
1.146697506896322e-08,1.849610882325917,1.146697506896322e-08,3.785725807935116,1.146697506896322e-08,0
1.14740052190028e-08,1.570472235198015,1.14740052190028e-08,3.838910689099277,1.14740052190028e-08,0
1.14816788572902e-08,1.289470191184264,1.14816788572902e-08,3.893154586919344,1.14816788572902e-08,0
1.1487691585216e-08,1.094882554485862,1.1487691585216e-08,3.933127235617924,1.1487691585216e-08,0
1.149450202405773e-08,0.9027766452009558,1.149450202405773e-08,3.977136945900695,1.149450202405773e-08,0
1.150785242766196e-08,0.6074219685878558,1.150785242766196e-08,4.062294730774212,1.150785242766196e-08,0
1.152183519926818e-08,0.393693258702924,1.152183519926818e-08,4.15055945526592,1.152183519926818e-08,0
1.153242394873046e-08,0.2830228698778837,1.153242394873046e-08,4.216215713280108,1.153242394873046e-08,0
1.154265902073455e-08,0.2069584053135251,1.154265902073455e-08,4.278142432379211,1.154265902073455e-08,0
1.155316961090997e-08,0.1513967063578758,1.155316961090997e-08,4.339958629939543,1.155316961090997e-08,0
1.156419036695838e-08,0.1103632250170509,1.156419036695838e-08,4.402190520542415,1.156419036695838e-08,0
1.15764668181056e-08,0.07914914349282509,1.15764668181056e-08,4.466840239073816,1.15764668181056e-08,0
1.15906485539296e-08,0.05573539262919822,1.15906485539296e-08,4.534256326853978,1.15906485539296e-08,0
1.160671880387847e-08,0.03932174663085556,1.160671880387847e-08,4.601246815478125,1.160671880387847e-08,0
1.162503994345613e-08,0.02808656415497177,1.162503994345613e-08,4.666416594950622,1.162503994345613e-08,0
1.164669007480076e-08,0.02019694421697039,1.164669007480076e-08,4.730049624594534,1.164669007480076e-08,0
1.166525873975256e-08,0.01598609771278277,1.166525873975256e-08,4.774732689128586,1.166525873975256e-08,0
1.169760054775985e-08,0.01107322076837331,1.169760054775985e-08,4.835600647246669,1.169760054775985e-08,0
1.172040391478783e-08,0.008736919742269299,1.172040391478783e-08,4.867959921525697,1.172040391478783e-08,0
1.175885986121462e-08,0.005883757676349561,1.175885986121462e-08,4.908488672566422,1.175885986121462e-08,0
1.178979956285982e-08,0.004287412965284671,1.178979956285982e-08,4.931394237866218,1.178979956285982e-08,0
1.181975803836736e-08,0.003162292445411057,1.181975803836736e-08,4.947614783827279,1.181975803836736e-08,0
1.18552922991585e-08,0.002204190995277774,1.18552922991585e-08,4.961530960876946,1.18552922991585e-08,0
1.189624626596917e-08,0.001453159838064706,1.189624626596917e-08,4.972621037775558,1.189624626596917e-08,0
1.194370646496654e-08,0.0008966144239805446,1.194370646496654e-08,4.981082874196736,1.194370646496654e-08,0
1.200090880677817e-08,0.0005006360214779424,1.200090880677817e-08,4.987392660120883,1.200090880677817e-08,0
1.207191464992871e-08,0.0002416525131015131,1.207191464992871e-08,4.991850674147047,1.207191464992871e-08,0
1.216309868732312e-08,9.307196410803558e-05,1.216309868732312e-08,4.994789422169078,1.216309868732312e-08,0
1.228593796018212e-08,2.405364903547503e-05,1.228593796018212e-08,4.996603049792377,1.228593796018212e-08,0
1.24618337900939e-08,2.836498304206096e-06,1.24618337900939e-08,4.997697579781122,1.24618337900939e-08,0
1.271055306756877e-08,1.85224649797391e-06,1.271055306756877e-08,4.998371481693448,1.271055306756877e-08,0
1.296055306756877e-08,3.66140852434258e-06,1.296055306756877e-08,4.998721235700798,1.296055306756877e-08,0
1.321055306756877e-08,3.822745330566578e-06,1.321055306756877e-08,4.998954259879827,1.321055306756877e-08,0
1.346055306756877e-08,3.129684732819968e-06,1.346055306756877e-08,4.999125344904764,1.346055306756877e-08,0
1.371055306756877e-08,2.375682338221968e-06,1.371055306756877e-08,4.999253359714938,1.371055306756877e-08,0
1.396055306756877e-08,1.812192333873515e-06,1.396055306756877e-08,4.999350465316249,1.396055306756877e-08,0
1.421055306756877e-08,1.428186749815147e-06,1.421055306756877e-08,4.999425856622208,1.421055306756877e-08,0
1.446055306756877e-08,1.161094201898711e-06,1.446055306756877e-08,4.999485961224625,1.446055306756877e-08,0
1.471055306756877e-08,9.651201628840933e-07,1.471055306756877e-08,4.999535018660674,1.471055306756877e-08,0
1.496055306756877e-08,8.149998400247643e-07,1.496055306756877e-08,4.999575822912614,1.496055306756877e-08,0
1.521055306756877e-08,6.969936128014639e-07,1.521055306756877e-08,4.999610280344276,1.521055306756877e-08,0
1.546055306756877e-08,6.02695614888975e-07,1.546055306756877e-08,4.999639746708068,1.546055306756877e-08,0
1.571055306756877e-08,5.2633607049979e-07,1.571055306756877e-08,4.999665218580936,1.571055306756877e-08,0
1.596055306756877e-08,4.637379258615658e-07,1.596055306756877e-08,4.99968744609843,1.596055306756877e-08,0
1.62e-08,4.13920626378478e-07,1.62e-08,4.999706222203297,1.62e-08,0
1.6203125e-08,0.001753048875650454,1.6203125e-08,5.009017028400617,1.6203125e-08,0.1562500000000531
1.620718909601984e-08,0.003752809150957802,1.620718909601984e-08,5.020769637055113,1.620718909601984e-08,0.3594548009919859
1.621531728805952e-08,0.006741510110311806,1.621531728805952e-08,5.042879166310369,1.621531728805952e-08,0.7658644029758516
1.622267867544152e-08,0.008505542328650412,1.622267867544152e-08,5.061490940666069,1.622267867544152e-08,1.133933772076135
1.622901730442038e-08,0.009487277693271122,1.622901730442038e-08,5.076637232045491,1.622901730442038e-08,1.450865221019079
1.623363512872509e-08,0.009968454027774755,1.623363512872509e-08,5.087257762370148,1.623363512872509e-08,1.681756436254583
1.623807872601329e-08,0.01029868251693019,1.623807872601329e-08,5.097227814903728,1.623807872601329e-08,1.903936300664479
1.624404898421348e-08,0.01061075632828741,1.624404898421348e-08,5.110389468541674,1.624404898421348e-08,2.202449210673993
1.62511108965944e-08,0.01103197430024504,1.62511108965944e-08,5.126746039302046,1.62511108965944e-08,2.555544829720059
1.625731428721137e-08,0.01161463750739702,1.625731428721137e-08,5.1427649664758,1.625731428721137e-08,2.8657143605688
1.626292322262331e-08,0.01175528427336522,1.626292322262331e-08,5.155723551658446,1.626292322262331e-08,3.14616113116559
1.627186585942325e-08,0.01046622580388819,1.627186585942325e-08,5.168056197701414,1.627186585942325e-08,3.593292971162449
1.627894456775284e-08,0.007736574867958386,1.627894456775284e-08,5.166823719152807,1.627894456775284e-08,3.947228387641846
1.628529562794717e-08,0.003550838799737441,1.628529562794717e-08,5.153308103560927,1.628529562794717e-08,4.264781397358667
1.629162826810785e-08,-0.003933805244358585,1.629162826810785e-08,5.117774368179634,1.629162826810785e-08,4.581413405392725
1.629581413405393e-08,-0.009860184446301656,1.629581413405393e-08,5.085328201403069,1.629581413405393e-08,4.790706702696323
1.629790706702696e-08,-0.01300224808584802,1.629790706702696e-08,5.066601713171465,1.629790706702696e-08,4.895353351348205
1.63e-08,-0.01623489702411116,1.63e-08,5.046237260692418,1.63e-08,5
1.630053162205982e-08,-0.01718033157585135,1.630053162205982e-08,5.040252247576416,1.630053162205982e-08,5
1.630108816910146e-08,-0.01817592321131635,1.630108816910146e-08,5.03389053104545,1.630108816910146e-08,5
1.630175274339478e-08,-0.0193735355840162,1.630175274339478e-08,5.026129514685367,1.630175274339478e-08,5
1.630308189198142e-08,-0.02179401505393215,1.630308189198142e-08,5.01004821065181,1.630308189198142e-08,5
1.630574018915469e-08,-0.0267015256734165,1.630574018915469e-08,4.97575936505985,1.630574018915469e-08,5
1.631095613766972e-08,-0.036374676001002,1.631095613766972e-08,4.901196194510526,1.631095613766972e-08,5
1.631610216676845e-08,-0.0457418679854768,1.631610216676845e-08,4.819423252344957,1.631610216676845e-08,5
1.632129182244327e-08,-0.05481020787663737,1.632129182244327e-08,4.73001769094058,1.632129182244327e-08,5
1.63268698728415e-08,-0.06398095330893516,1.63268698728415e-08,4.627543009221987,1.63268698728415e-08,5
1.633285648088307e-08,-0.07309919483005321,1.633285648088307e-08,4.511647942861039,1.633285648088307e-08,5
1.633938586539369e-08,-0.08259634802174734,1.633938586539369e-08,4.380619594109049,1.633938586539369e-08,5
1.63466046554622e-08,-0.09462931723023117,1.63466046554622e-08,4.237540713722701,1.63466046554622e-08,5
1.635450757947796e-08,-0.1050789601437232,1.635450757947796e-08,4.082180979817511,1.635450757947796e-08,5
1.636360789496129e-08,-0.1076963700560856,1.636360789496129e-08,3.900870868663776,1.636360789496129e-08,5
1.637401965017904e-08,-0.09681700443761958,1.637401965017904e-08,3.691331359625583,1.637401965017904e-08,5
1.638611938704472e-08,-0.06524798236999579,1.638611938704472e-08,3.446658099533565,1.638611938704472e-08,5
1.640041765240411e-08,-0.001852756967208527,1.640041765240411e-08,3.157918105157382,1.640041765240411e-08,5
1.641732859429439e-08,0.105648505543019,1.641732859429439e-08,2.821396826985443,1.641732859429439e-08,5
1.643527845196946e-08,0.2684784762071707,1.643527845196946e-08,2.48281769158629,1.643527845196946e-08,5
1.645038052438466e-08,0.4575936235430462,1.645038052438466e-08,2.222774659186191,1.645038052438466e-08,5
1.646021659906583e-08,0.6216940199885731,1.646021659906583e-08,2.065335890435568,1.646021659906583e-08,5
1.647004826400582e-08,0.8350472982197714,1.647004826400582e-08,1.917276520490195,1.647004826400582e-08,5
1.647888910583978e-08,1.067508888738862,1.647888910583978e-08,1.794212380368273,1.647888910583978e-08,5
1.649438617662462e-08,1.556573580736893,1.649438617662462e-08,1.600665248279606,1.649438617662462e-08,5
1.650808469651526e-08,2.05713463559309,1.650808469651526e-08,1.450434040140297,1.650808469651526e-08,5
1.651919576847962e-08,2.493991196756631,1.651919576847962e-08,1.340971866808319,1.651919576847962e-08,5
1.652944736502481e-08,2.905246092195366,1.652944736502481e-08,1.24828492085524,1.652944736502481e-08,5
1.653870083026055e-08,3.2634920394576,1.653870083026055e-08,1.17067654404565,1.653870083026055e-08,5
1.65464559018779e-08,3.534894601755044,1.65464559018779e-08,1.111310094339211,1.65464559018779e-08,5
1.655312874099311e-08,3.739992203465024,1.655312874099311e-08,1.064507877156382,1.655312874099311e-08,5
1.656107045508834e-08,3.951470901388639,1.656107045508834e-08,1.011773577561673,1.656107045508834e-08,5
1.657424545417248e-08,4.233603101369312,1.657424545417248e-08,0.9273812972759652,1.657424545417248e-08,5
1.658637286776919e-08,4.429999835626472,1.658637286776919e-08,0.8510085508670016,1.658637286776919e-08,5
1.659749305683315e-08,4.566753793634439,1.659749305683315e-08,0.7822318097714475,1.659749305683315e-08,5
1.660914031725041e-08,4.674643439622521,1.660914031725041e-08,0.7129602768748766,1.660914031725041e-08,5
1.662135971823434e-08,4.757981103603965,1.662135971823434e-08,0.644419186710628,1.662135971823434e-08,5
1.663402466754915e-08,4.820429003530062,1.663402466754915e-08,0.5784180447691035,1.663402466754915e-08,5
1.664753743785927e-08,4.867793398442,1.664753743785927e-08,0.5139131490524818,1.664753743785927e-08,5
1.666233324552584e-08,4.903825337286083,1.666233324552584e-08,0.4502604320780915,1.666233324552584e-08,5
1.667885245088331e-08,4.930984889826961,1.667885245088331e-08,0.3874400580708143,1.667885245088331e-08,5
1.669763023112281e-08,4.951156438945671,1.669763023112281e-08,0.3257662232356857,1.669763023112281e-08,5
1.671935393208947e-08,4.965889929347507,1.671935393208947e-08,0.2658690557953444,1.671935393208947e-08,5
1.673632585920236e-08,4.973294482150903,1.673632585920236e-08,0.2266255833841007,1.673632585920236e-08,5
1.675645178612931e-08,4.979403543834517,1.675645178612931e-08,0.1873702445011837,1.675645178612931e-08,5
1.677797855006553e-08,4.984000926094817,1.677797855006553e-08,0.1527511848139446,1.677797855006553e-08,5
1.680258724881731e-08,4.987770219812031,1.680258724881731e-08,0.1208199353743983,1.680258724881731e-08,5
1.683040138541816e-08,4.99083804134056,1.683040138541816e-08,0.09256552357039434,1.683040138541816e-08,5
1.68549672738596e-08,4.992833044736434,1.68549672738596e-08,0.07315665876984641,1.68549672738596e-08,5
1.690409905074248e-08,4.995629572125601,1.690409905074248e-08,0.04520718694386342,1.690409905074248e-08,5
1.694046481455245e-08,4.996965643303882,1.694046481455245e-08,0.03153937686819602,1.694046481455245e-08,5
1.697566706468979e-08,4.997860382781497,1.697566706468979e-08,0.02228183097386433,1.697566706468979e-08,5
1.70189075290994e-08,4.998610828178785,1.70189075290994e-08,0.01448471062947164,1.70189075290994e-08,5
1.706962511900242e-08,4.999172881330826,1.706962511900242e-08,0.008634828282038338,1.706962511900242e-08,5
1.712982468166779e-08,4.999565313102227,1.712982468166779e-08,0.004544451666375895,1.712982468166779e-08,5
1.720498019723329e-08,4.999820647163844,1.720498019723329e-08,0.001878176200405445,1.720498019723329e-08,5
1.730279938025345e-08,4.999962377545858,1.730279938025345e-08,0.0003950106935220968,1.730279938025345e-08,5
1.743750077661172e-08,5.000018916942829,1.743750077661172e-08,-0.0001980008988940853,1.743750077661172e-08,5
1.764073266157633e-08,5.000023233341923,1.764073266157633e-08,-0.0002427682748286472,1.764073266157633e-08,5
1.789073266157633e-08,5.000009914177768,1.789073266157633e-08,-0.0001029113072108089,1.789073266157633e-08,5
1.814073266157633e-08,5.000002086755045,1.814073266157633e-08,-2.153747707994306e-05,1.814073266157633e-08,5
1.839073266157633e-08,4.999999781169857,1.839073266157633e-08,2.1865259713975e-06,1.839073266157633e-08,5
1.864073266157633e-08,4.99999960512557,1.864073266157633e-08,3.967540640018212e-06,1.864073266157633e-08,5
1.889073266157633e-08,4.999999811107259,1.889073266157633e-08,1.843568879028275e-06,1.889073266157633e-08,5
1.914073266157633e-08,4.999999941300668,1.914073266157633e-08,4.910791654458383e-07,1.914073266157633e-08,5
1.939073266157633e-08,4.999999982745766,1.939073266157633e-08,5.723545933384088e-08,1.939073266157633e-08,5
1.964073266157633e-08,4.999999987452537,1.964073266157633e-08,6.510196088259873e-09,1.964073266157633e-08,5
1.989073266157632e-08,4.999999984537007,1.989073266157632e-08,3.674906483002823e-08,1.989073266157632e-08,5
2.014073266157632e-08,4.999999982393118,2.014073266157632e-08,5.919553077823035e-08,2.014073266157632e-08,5
2.039073266157632e-08,4.99999998165057,2.039073266157632e-08,6.698347293338408e-08,2.039073266157632e-08,5
2.064073266157632e-08,4.999999981542079,2.064073266157632e-08,6.812197218041959e-08,2.064073266157632e-08,5
2.089073266157632e-08,4.999999981582474,2.089073266157632e-08,6.769907451622482e-08,2.089073266157632e-08,5
2.104536633078816e-08,4.999999981611082,2.104536633078816e-08,6.739956943670728e-08,2.104536633078816e-08,5
2.12e-08,4.99999998162617,2.12e-08,6.724168414927487e-08,2.12e-08,5
2.120405115511699e-08,4.998848210660467,2.120405115511699e-08,-0.006036892610693328,2.120405115511699e-08,4.797442244150382
2.120848641337469e-08,4.997539749554379,2.120848641337469e-08,-0.01340327217212913,2.120848641337469e-08,4.575679331265569
2.121735692989008e-08,4.994460191049533,2.121735692989008e-08,-0.03294048093214633,2.121735692989008e-08,4.132153505495943
2.122994807137357e-08,4.991997456215042,2.122994807137357e-08,-0.05611172015313773,2.122994807137357e-08,3.502596431321439
2.123973461294449e-08,4.993562906515058,2.123973461294449e-08,-0.05776811563696513,2.123973461294449e-08,3.013269352775319
2.124916988462414e-08,4.997800699449535,2.124916988462414e-08,-0.04279752376611165,2.124916988462414e-08,2.541505768793133
2.126409777480584e-08,5.009214090750802,2.126409777480584e-08,0.01753459495834086,2.126409777480584e-08,1.795111259708002
2.128401143344614e-08,5.030461622617392,2.128401143344614e-08,0.170090506458682,2.128401143344614e-08,0.7994283276927794
2.129020118822234e-08,5.038666863834178,2.129020118822234e-08,0.2368065404741599,2.129020118822234e-08,0.4899405888829103
2.129565620815083e-08,5.04658207339464,2.129565620815083e-08,0.3043013540297295,2.129565620815083e-08,0.2171895924584062
2.13e-08,5.053318347806961,2.13e-08,0.3640966196351605,2.13e-08,0
2.13007297831703e-08,5.054833849533435,2.13007297831703e-08,0.3763153368156204,2.13007297831703e-08,0
2.130153810697055e-08,5.056477772323681,2.130153810697055e-08,0.3898074774737477,2.130153810697055e-08,0
2.130256346160736e-08,5.058495186118809,2.130256346160736e-08,0.4068375867954736,2.130256346160736e-08,0
2.130461417088098e-08,5.062301474684886,2.130461417088098e-08,0.4406179717248556,2.130461417088098e-08,0
2.130871558942822e-08,5.069107618961933,2.130871558942822e-08,0.5072459971263249,2.130871558942822e-08,0
2.131691842652269e-08,5.080230548698076,2.131691842652269e-08,0.637960359162536,2.131691842652269e-08,0
2.132687917685611e-08,5.090563437181964,2.132687917685611e-08,0.793763305500944,2.132687917685611e-08,0
2.133776591256028e-08,5.099487354049366,2.133776591256028e-08,0.958689862718404,2.133776591256028e-08,0
2.134967451251276e-08,5.102749278393532,2.134967451251276e-08,1.133548309879834,2.134967451251276e-08,0
2.136301465930109e-08,5.092602762899632,2.136301465930109e-08,1.327740629728375,2.136301465930109e-08,0
2.137879933584164e-08,5.061187753518139,2.137879933584164e-08,1.555190109691163,2.137879933584164e-08,0
2.140270690730429e-08,4.977222835829731,2.140270690730429e-08,1.893298072225704,2.140270690730429e-08,0
2.141716565111271e-08,4.907177812826864,2.141716565111271e-08,2.093540772670853,2.141716565111271e-08,0
2.143149954225173e-08,4.821143986610007,2.143149954225173e-08,2.287306247580296,2.143149954225173e-08,0
2.144518389615488e-08,4.721806761397517,2.144518389615488e-08,2.46705061379638,2.144518389615488e-08,0
2.147018144971393e-08,4.480014107673935,2.147018144971393e-08,2.780462772966285,2.147018144971393e-08,0
2.148124527246487e-08,4.333572651779407,2.148124527246487e-08,2.915042090417842,2.148124527246487e-08,0
2.149261551847982e-08,4.141288355951054,2.149261551847982e-08,3.05173418710967,2.149261551847982e-08,0
2.150352198982961e-08,3.915531843158495,2.150352198982961e-08,3.178223945698244,2.150352198982961e-08,0
2.152010566365451e-08,3.494063735985961,2.152010566365451e-08,3.359188581821515,2.152010566365451e-08,0
2.154187946083526e-08,2.80432894517215,2.154187946083526e-08,3.573293052791076,2.154187946083526e-08,0
2.155701475079112e-08,2.243791691586692,2.155701475079112e-08,3.705767779207839,2.155701475079112e-08,0
2.156764381254084e-08,1.821864609297492,2.156764381254084e-08,3.790984132190899,2.156764381254084e-08,0
2.157453087625998e-08,1.549319798663526,2.157453087625998e-08,3.842840010430366,2.157453087625998e-08,0
2.158195098000352e-08,1.279241575663183,2.158195098000352e-08,3.89505836934367,2.158195098000352e-08,0
2.158790480126464e-08,1.087551963095268,2.158790480126464e-08,3.934571301295656,2.158790480126464e-08,0
2.159490437424636e-08,0.8916156843041728,2.159490437424636e-08,3.979773407590344,2.159490437424636e-08,0
2.160832634099106e-08,0.5981917537484368,2.160832634099106e-08,4.065374388514904,2.160832634099106e-08,0
2.162190717249419e-08,0.3925786150211013,2.162190717249419e-08,4.151104929329978,2.162190717249419e-08,0
2.163244205443483e-08,0.2827710995416709,2.163244205443483e-08,4.216430144045537,2.163244205443483e-08,0
2.164269752044332e-08,0.2066741778881314,2.164269752044332e-08,4.27847472116671,2.164269752044332e-08,0
2.165321378855063e-08,0.1511747806134014,2.165321378855063e-08,4.34031251574528,2.165321378855063e-08,0
2.166425621038815e-08,0.1101394526052356,2.166425621038815e-08,4.402643357366649,2.166425621038815e-08,0
2.167655471916553e-08,0.07895078926712822,2.167655471916553e-08,4.467365378739847,2.167655471916553e-08,0
2.169075407793643e-08,0.0555845538726803,2.169075407793643e-08,4.534801128741525,2.169075407793643e-08,0
2.17068379967623e-08,0.03921778844979499,2.17068379967623e-08,4.601770690097973,2.17068379967623e-08,0
2.172517620305229e-08,0.02801586815895956,2.172517620305229e-08,4.666912640245075,2.172517620305229e-08,0
2.174685282133034e-08,0.02014716295732081,2.174685282133034e-08,4.730521533073627,2.174685282133034e-08,0
2.176546278348877e-08,0.01594282459845262,2.176546278348877e-08,4.775216432912699,2.176546278348877e-08,0
2.179787054004671e-08,0.01103824464384068,2.179787054004671e-08,4.836058116044257,2.179787054004671e-08,0
2.182072236846791e-08,0.008705723308403286,2.182072236846791e-08,4.86838653545859,2.182072236846791e-08,0
2.185920888760705e-08,0.005861269715050167,2.185920888760705e-08,4.908806207862512,2.185920888760705e-08,0
2.189020972316244e-08,0.004268310218203519,2.189020972316244e-08,4.931666833418681,2.189020972316244e-08,0
2.192024422281338e-08,0.003145672105903358,2.192024422281338e-08,4.947853790214907,2.192024422281338e-08,0
2.195587123015073e-08,0.002190456205705833,2.195587123015073e-08,4.961731171144403,2.195587123015073e-08,0
2.19969470456692e-08,0.001442251525786707,2.19969470456692e-08,4.972783800784328,2.19969470456692e-08,0
2.204457149055991e-08,0.0008883411029511324,2.204457149055991e-08,4.98121093991718,2.204457149055991e-08,0
2.210200142372699e-08,0.0004948042021726917,2.210200142372699e-08,4.987488394547039,2.210200142372699e-08,0
2.217333653417352e-08,0.0002379552685340477,2.217333653417352e-08,4.991917794631413,2.217333653417352e-08,0
2.22650222919465e-08,9.108168973022694e-05,2.22650222919465e-08,4.994833237494722,2.22650222919465e-08,0
2.238867644940487e-08,2.325080429717549e-05,2.238867644940487e-08,4.996630091175164,2.238867644940487e-08,0
2.256557057161342e-08,2.71818485053326e-06,2.256557057161342e-08,4.997712505490663,2.256557057161342e-08,0
2.281545771180266e-08,1.906683056521506e-06,2.281545771180266e-08,4.998380298999351,2.281545771180266e-08,0
2.306545771180266e-08,3.677971121909107e-06,2.306545771180266e-08,4.998726747968733,2.306545771180266e-08,0
2.331545771180266e-08,3.810782937745175e-06,2.331545771180266e-08,4.998958222569874,2.331545771180266e-08,0
2.356545771180266e-08,3.112631902035399e-06,2.356545771180266e-08,4.999128280876234,2.356545771180266e-08,0
2.381545771180266e-08,2.362277183823933e-06,2.381545771180266e-08,4.999255561230406,2.381545771180266e-08,0
2.406545771180266e-08,1.803065250426447e-06,2.406545771180266e-08,4.999352152236131,2.406545771180266e-08,0
2.431545771180265e-08,1.421965128266406e-06,2.431545771180265e-08,4.999427185235652,2.431545771180265e-08,0
2.456545771180265e-08,1.156622274843438e-06,2.456545771180265e-08,4.999487034818823,2.456545771180265e-08,0
2.481545771180265e-08,9.617424105982913e-07,2.481545771180265e-08,4.99953590446409,2.481545771180265e-08,0
2.5e-08,8.500787919984022e-07,2.5e-08,4.999566497008334,2.5e-08,0
